Orthogroup	gbM	teM	Unmethylated	Unclassified	Missing	Total	percent_gbM	percent_teM	percent_Unmethylated	percent_Unclassified	percent_Missing	cluster
N0.HOG0000462	9	9	35	13	5	71	0.126760563380282	0.126760563380282	0.492957746478873	0.183098591549296	0.0704225352112676	1
N0.HOG0000480	11	3	33	7	2	56	0.196428571428571	0.0535714285714286	0.589285714285714	0.125	0.0357142857142857	3
N0.HOG0000500	26	18	32	24	13	113	0.230088495575221	0.15929203539823	0.283185840707965	0.212389380530973	0.115044247787611	1
N0.HOG0000501	29	16	29	16	12	102	0.284313725490196	0.156862745098039	0.284313725490196	0.156862745098039	0.117647058823529	1
N0.HOG0000536	3	3	33	5	1	45	0.0666666666666667	0.0666666666666667	0.733333333333333	0.111111111111111	0.0222222222222222	3
N0.HOG0000537	9	8	41	19	7	84	0.107142857142857	0.0952380952380952	0.488095238095238	0.226190476190476	0.0833333333333333	1
N0.HOG0000542	13	4	34	28	6	85	0.152941176470588	0.0470588235294118	0.4	0.329411764705882	0.0705882352941176	1
N0.HOG0000547	9	13	30	11	4	67	0.134328358208955	0.194029850746269	0.447761194029851	0.164179104477612	0.0597014925373134	1
N0.HOG0000557	16	23	40	15	14	108	0.148148148148148	0.212962962962963	0.37037037037037	0.138888888888889	0.12962962962963	1
N0.HOG0000558	19	25	37	24	17	122	0.155737704918033	0.204918032786885	0.30327868852459	0.19672131147541	0.139344262295082	1
N0.HOG0000567	7	6	34	8	3	58	0.120689655172414	0.103448275862069	0.586206896551724	0.137931034482759	0.0517241379310345	3
N0.HOG0000593	17	0	20	5	1	43	0.395348837209302	0	0.465116279069767	0.116279069767442	0.0232558139534884	1
N0.HOG0000595	0	3	38	3	2	46	0	0.0652173913043478	0.826086956521739	0.0652173913043478	0.0434782608695652	3
N0.HOG0000597	1	1	36	3	0	41	0.024390243902439	0.024390243902439	0.878048780487805	0.0731707317073171	0	3
N0.HOG0000599	0	2	37	7	1	47	0	0.0425531914893617	0.787234042553192	0.148936170212766	0.0212765957446809	3
N0.HOG0000600	1	0	33	18	2	54	0.0185185185185185	0	0.611111111111111	0.333333333333333	0.037037037037037	1
N0.HOG0000601	12	6	39	8	2	67	0.17910447761194	0.0895522388059701	0.582089552238806	0.119402985074627	0.0298507462686567	3
N0.HOG0000602	1	1	37	4	2	45	0.0222222222222222	0.0222222222222222	0.822222222222222	0.0888888888888889	0.0444444444444444	3
N0.HOG0000606	11	8	37	13	4	73	0.150684931506849	0.10958904109589	0.506849315068493	0.178082191780822	0.0547945205479452	1
N0.HOG0000608	4	5	28	7	0	44	0.0909090909090909	0.113636363636364	0.636363636363636	0.159090909090909	0	3
N0.HOG0000650	25	20	36	20	13	114	0.219298245614035	0.175438596491228	0.315789473684211	0.175438596491228	0.114035087719298	1
N0.HOG0000651	19	21	33	27	13	113	0.168141592920354	0.185840707964602	0.292035398230089	0.238938053097345	0.115044247787611	1
N0.HOG0000684	17	7	35	13	6	78	0.217948717948718	0.0897435897435897	0.448717948717949	0.166666666666667	0.0769230769230769	1
N0.HOG0000685	30	29	41	33	17	150	0.2	0.193333333333333	0.273333333333333	0.22	0.113333333333333	1
N0.HOG0000690	7	6	37	7	6	63	0.111111111111111	0.0952380952380952	0.587301587301587	0.111111111111111	0.0952380952380952	3
N0.HOG0000696	1	4	37	2	2	46	0.0217391304347826	0.0869565217391304	0.804347826086957	0.0434782608695652	0.0434782608695652	3
N0.HOG0000698	0	6	34	5	3	48	0	0.125	0.708333333333333	0.104166666666667	0.0625	3
N0.HOG0000699	5	7	30	7	1	50	0.1	0.14	0.6	0.14	0.02	3
N0.HOG0000702	3	3	35	6	3	50	0.06	0.06	0.7	0.12	0.06	3
N0.HOG0000703	5	3	25	7	2	42	0.119047619047619	0.0714285714285714	0.595238095238095	0.166666666666667	0.0476190476190476	3
N0.HOG0000708	5	12	38	7	6	68	0.0735294117647059	0.176470588235294	0.558823529411765	0.102941176470588	0.0882352941176471	3
N0.HOG0000709	6	3	30	6	2	47	0.127659574468085	0.0638297872340425	0.638297872340426	0.127659574468085	0.0425531914893617	3
N0.HOG0000710	7	5	34	9	4	59	0.11864406779661	0.0847457627118644	0.576271186440678	0.152542372881356	0.0677966101694915	3
N0.HOG0000715	24	31	37	28	16	136	0.176470588235294	0.227941176470588	0.272058823529412	0.205882352941176	0.117647058823529	1
N0.HOG0000734	27	3	5	15	2	52	0.519230769230769	0.0576923076923077	0.0961538461538462	0.288461538461538	0.0384615384615385	1
N0.HOG0000768	4	3	38	6	13	64	0.0625	0.046875	0.59375	0.09375	0.203125	3
N0.HOG0000769	23	17	40	25	20	125	0.184	0.136	0.32	0.2	0.16	1
N0.HOG0000853	16	14	32	24	13	99	0.161616161616162	0.141414141414141	0.323232323232323	0.242424242424242	0.131313131313131	1
N0.HOG0000856	36	21	25	27	6	115	0.31304347826087	0.182608695652174	0.217391304347826	0.234782608695652	0.0521739130434783	1
N0.HOG0000858	28	11	23	23	4	89	0.314606741573034	0.123595505617978	0.258426966292135	0.258426966292135	0.0449438202247191	1
N0.HOG0000859	30	3	22	19	3	77	0.38961038961039	0.038961038961039	0.285714285714286	0.246753246753247	0.038961038961039	1
N0.HOG0000860	35	1	16	14	3	69	0.507246376811594	0.0144927536231884	0.231884057971014	0.202898550724638	0.0434782608695652	1
N0.HOG0000864	19	7	31	15	2	74	0.256756756756757	0.0945945945945946	0.418918918918919	0.202702702702703	0.027027027027027	1
N0.HOG0000876	11	1	35	2	1	50	0.22	0.02	0.7	0.04	0.02	3
N0.HOG0000880	12	4	31	28	4	79	0.151898734177215	0.0506329113924051	0.392405063291139	0.354430379746835	0.0506329113924051	1
N0.HOG0000882	6	4	37	5	3	55	0.109090909090909	0.0727272727272727	0.672727272727273	0.0909090909090909	0.0545454545454545	3
N0.HOG0000884	4	2	31	6	2	45	0.0888888888888889	0.0444444444444444	0.688888888888889	0.133333333333333	0.0444444444444444	3
N0.HOG0000886	9	5	30	9	1	54	0.166666666666667	0.0925925925925926	0.555555555555556	0.166666666666667	0.0185185185185185	3
N0.HOG0000889	16	3	35	13	6	73	0.219178082191781	0.0410958904109589	0.479452054794521	0.178082191780822	0.0821917808219178	1
N0.HOG0000890	3	2	34	2	2	43	0.0697674418604651	0.0465116279069767	0.790697674418605	0.0465116279069767	0.0465116279069767	3
N0.HOG0000891	13	16	39	14	12	94	0.138297872340426	0.170212765957447	0.414893617021277	0.148936170212766	0.127659574468085	1
N0.HOG0000905	0	3	39	8	5	55	0	0.0545454545454545	0.709090909090909	0.145454545454545	0.0909090909090909	3
N0.HOG0000908	0	1	42	1	2	46	0	0.0217391304347826	0.91304347826087	0.0217391304347826	0.0434782608695652	3
N0.HOG0000909	0	1	39	0	2	42	0	0.0238095238095238	0.928571428571429	0	0.0476190476190476	3
N0.HOG0000910	0	0	39	4	3	46	0	0	0.847826086956522	0.0869565217391304	0.0652173913043478	3
N0.HOG0000911	1	1	41	1	2	46	0.0217391304347826	0.0217391304347826	0.891304347826087	0.0217391304347826	0.0434782608695652	3
N0.HOG0000912	5	11	38	12	6	72	0.0694444444444444	0.152777777777778	0.527777777777778	0.166666666666667	0.0833333333333333	3
N0.HOG0000913	5	12	41	9	4	71	0.0704225352112676	0.169014084507042	0.577464788732394	0.126760563380282	0.0563380281690141	3
N0.HOG0000914	5	5	42	3	8	63	0.0793650793650794	0.0793650793650794	0.666666666666667	0.0476190476190476	0.126984126984127	3
N0.HOG0000916	2	2	41	6	11	62	0.032258064516129	0.032258064516129	0.661290322580645	0.0967741935483871	0.17741935483871	3
N0.HOG0000959	36	10	24	17	5	92	0.391304347826087	0.108695652173913	0.260869565217391	0.184782608695652	0.0543478260869565	1
N0.HOG0000961	26	8	36	22	3	95	0.273684210526316	0.0842105263157895	0.378947368421053	0.231578947368421	0.0315789473684211	1
N0.HOG0000963	31	0	15	14	1	61	0.508196721311475	0	0.245901639344262	0.229508196721311	0.0163934426229508	1
N0.HOG0000964	25	0	30	23	2	80	0.3125	0	0.375	0.2875	0.025	1
N0.HOG0000966	35	2	16	20	3	76	0.460526315789474	0.0263157894736842	0.210526315789474	0.263157894736842	0.0394736842105263	1
N0.HOG0000968	14	1	15	15	1	46	0.304347826086957	0.0217391304347826	0.326086956521739	0.326086956521739	0.0217391304347826	1
N0.HOG0000969	26	2	16	13	1	58	0.448275862068966	0.0344827586206897	0.275862068965517	0.224137931034483	0.0172413793103448	1
N0.HOG0000971	39	0	6	14	1	60	0.65	0	0.1	0.233333333333333	0.0166666666666667	1
N0.HOG0000991	7	3	29	19	1	59	0.11864406779661	0.0508474576271186	0.491525423728814	0.322033898305085	0.0169491525423729	1
N0.HOG0000996	12	0	12	20	1	45	0.266666666666667	0	0.266666666666667	0.444444444444444	0.0222222222222222	1
N0.HOG0000997	10	4	34	12	3	63	0.158730158730159	0.0634920634920635	0.53968253968254	0.19047619047619	0.0476190476190476	3
N0.HOG0000998	11	3	21	4	2	41	0.268292682926829	0.0731707317073171	0.51219512195122	0.0975609756097561	0.0487804878048781	1
N0.HOG0001024	12	1	35	5	1	54	0.222222222222222	0.0185185185185185	0.648148148148148	0.0925925925925926	0.0185185185185185	3
N0.HOG0001039	0	1	37	3	4	45	0	0.0222222222222222	0.822222222222222	0.0666666666666667	0.0888888888888889	3
N0.HOG0001041	5	5	37	9	4	60	0.0833333333333333	0.0833333333333333	0.616666666666667	0.15	0.0666666666666667	3
N0.HOG0001042	5	1	33	2	4	45	0.111111111111111	0.0222222222222222	0.733333333333333	0.0444444444444444	0.0888888888888889	3
N0.HOG0001053	1	7	38	10	10	66	0.0151515151515152	0.106060606060606	0.575757575757576	0.151515151515152	0.151515151515152	3
N0.HOG0001055	5	11	38	12	13	79	0.0632911392405063	0.139240506329114	0.481012658227848	0.151898734177215	0.164556962025316	3
N0.HOG0001088	4	5	43	4	13	69	0.0579710144927536	0.072463768115942	0.623188405797101	0.0579710144927536	0.188405797101449	3
N0.HOG0001089	2	3	41	4	7	57	0.0350877192982456	0.0526315789473684	0.719298245614035	0.0701754385964912	0.12280701754386	3
N0.HOG0001093	3	9	39	11	6	68	0.0441176470588235	0.132352941176471	0.573529411764706	0.161764705882353	0.0882352941176471	3
N0.HOG0001094	3	4	43	1	4	55	0.0545454545454545	0.0727272727272727	0.781818181818182	0.0181818181818182	0.0727272727272727	3
N0.HOG0001095	2	3	23	22	2	52	0.0384615384615385	0.0576923076923077	0.442307692307692	0.423076923076923	0.0384615384615385	1
N0.HOG0001098	6	8	40	14	6	74	0.0810810810810811	0.108108108108108	0.540540540540541	0.189189189189189	0.0810810810810811	3
N0.HOG0001112	3	13	28	8	3	55	0.0545454545454545	0.236363636363636	0.509090909090909	0.145454545454545	0.0545454545454545	3
N0.HOG0001115	14	20	38	19	10	101	0.138613861386139	0.198019801980198	0.376237623762376	0.188118811881188	0.099009900990099	1
N0.HOG0001135	27	29	34	31	22	143	0.188811188811189	0.202797202797203	0.237762237762238	0.216783216783217	0.153846153846154	1
N0.HOG0001136	38	31	28	32	14	143	0.265734265734266	0.216783216783217	0.195804195804196	0.223776223776224	0.0979020979020979	1
N0.HOG0001145	37	18	39	35	13	142	0.26056338028169	0.126760563380282	0.274647887323944	0.246478873239437	0.0915492957746479	1
N0.HOG0001153	24	7	33	12	4	80	0.3	0.0875	0.4125	0.15	0.05	1
N0.HOG0001154	4	6	35	8	3	56	0.0714285714285714	0.107142857142857	0.625	0.142857142857143	0.0535714285714286	3
N0.HOG0001159	9	4	25	5	2	45	0.2	0.0888888888888889	0.555555555555556	0.111111111111111	0.0444444444444444	3
N0.HOG0001161	12	1	26	5	4	48	0.25	0.0208333333333333	0.541666666666667	0.104166666666667	0.0833333333333333	1
N0.HOG0001162	20	16	38	16	8	98	0.204081632653061	0.163265306122449	0.387755102040816	0.163265306122449	0.0816326530612245	1
N0.HOG0001163	33	1	12	10	1	57	0.578947368421053	0.0175438596491228	0.210526315789474	0.175438596491228	0.0175438596491228	2
N0.HOG0001164	19	2	18	13	4	56	0.339285714285714	0.0357142857142857	0.321428571428571	0.232142857142857	0.0714285714285714	1
N0.HOG0001165	21	1	13	13	2	50	0.42	0.02	0.26	0.26	0.04	1
N0.HOG0001166	2	2	35	16	2	57	0.0350877192982456	0.0350877192982456	0.614035087719298	0.280701754385965	0.0350877192982456	1
N0.HOG0001167	0	8	41	7	2	58	0	0.137931034482759	0.706896551724138	0.120689655172414	0.0344827586206897	3
N0.HOG0001168	3	4	39	9	4	59	0.0508474576271186	0.0677966101694915	0.661016949152542	0.152542372881356	0.0677966101694915	3
N0.HOG0001176	37	5	20	15	3	80	0.4625	0.0625	0.25	0.1875	0.0375	1
N0.HOG0001179	29	3	5	10	1	48	0.604166666666667	0.0625	0.104166666666667	0.208333333333333	0.0208333333333333	2
N0.HOG0001180	25	1	5	14	2	47	0.531914893617021	0.0212765957446809	0.106382978723404	0.297872340425532	0.0425531914893617	2
N0.HOG0001181	32	10	20	18	3	83	0.385542168674699	0.120481927710843	0.240963855421687	0.216867469879518	0.036144578313253	1
N0.HOG0001182	18	3	26	15	0	62	0.290322580645161	0.0483870967741935	0.419354838709677	0.241935483870968	0	1
N0.HOG0001183	31	6	23	15	3	78	0.397435897435897	0.0769230769230769	0.294871794871795	0.192307692307692	0.0384615384615385	1
N0.HOG0001186	23	2	9	9	0	43	0.534883720930233	0.0465116279069767	0.209302325581395	0.209302325581395	0	2
N0.HOG0001200	1	6	41	4	5	57	0.0175438596491228	0.105263157894737	0.719298245614035	0.0701754385964912	0.087719298245614	3
N0.HOG0001204	3	3	38	5	7	56	0.0535714285714286	0.0535714285714286	0.678571428571429	0.0892857142857143	0.125	3
N0.HOG0001206	4	8	39	5	9	65	0.0615384615384615	0.123076923076923	0.6	0.0769230769230769	0.138461538461538	3
N0.HOG0001210	3	5	37	4	7	56	0.0535714285714286	0.0892857142857143	0.660714285714286	0.0714285714285714	0.125	3
N0.HOG0001215	3	8	35	12	4	62	0.0483870967741935	0.129032258064516	0.564516129032258	0.193548387096774	0.0645161290322581	3
N0.HOG0001217	14	4	29	4	2	53	0.264150943396226	0.0754716981132075	0.547169811320755	0.0754716981132075	0.0377358490566038	1
N0.HOG0001218	10	2	25	8	3	48	0.208333333333333	0.0416666666666667	0.520833333333333	0.166666666666667	0.0625	1
N0.HOG0001219	12	6	34	12	4	68	0.176470588235294	0.0882352941176471	0.5	0.176470588235294	0.0588235294117647	1
N0.HOG0001252	10	11	38	13	10	82	0.121951219512195	0.134146341463415	0.463414634146341	0.158536585365854	0.121951219512195	3
N0.HOG0001253	18	3	34	18	7	80	0.225	0.0375	0.425	0.225	0.0875	1
N0.HOG0001256	17	1	22	1	1	42	0.404761904761905	0.0238095238095238	0.523809523809524	0.0238095238095238	0.0238095238095238	1
N0.HOG0001257	37	4	25	10	4	80	0.4625	0.05	0.3125	0.125	0.05	1
N0.HOG0001260	24	0	11	6	1	42	0.571428571428571	0	0.261904761904762	0.142857142857143	0.0238095238095238	2
N0.HOG0001262	9	1	27	7	2	46	0.195652173913043	0.0217391304347826	0.58695652173913	0.152173913043478	0.0434782608695652	3
N0.HOG0001263	28	1	19	8	3	59	0.474576271186441	0.0169491525423729	0.322033898305085	0.135593220338983	0.0508474576271186	1
N0.HOG0001264	7	17	36	11	10	81	0.0864197530864197	0.209876543209877	0.444444444444444	0.135802469135802	0.123456790123457	1
N0.HOG0001274	20	35	41	32	22	150	0.133333333333333	0.233333333333333	0.273333333333333	0.213333333333333	0.146666666666667	1
N0.HOG0001327	31	29	28	23	19	130	0.238461538461538	0.223076923076923	0.215384615384615	0.176923076923077	0.146153846153846	1
N0.HOG0001330	33	0	13	14	1	61	0.540983606557377	0	0.213114754098361	0.229508196721311	0.0163934426229508	2
N0.HOG0001332	26	24	42	25	11	128	0.203125	0.1875	0.328125	0.1953125	0.0859375	1
N0.HOG0001351	25	19	35	20	6	105	0.238095238095238	0.180952380952381	0.333333333333333	0.19047619047619	0.0571428571428571	1
N0.HOG0001362	24	0	19	10	2	55	0.436363636363636	0	0.345454545454545	0.181818181818182	0.0363636363636364	1
N0.HOG0001364	34	1	17	16	0	68	0.5	0.0147058823529412	0.25	0.235294117647059	0	1
N0.HOG0001365	16	14	28	9	2	69	0.231884057971014	0.202898550724638	0.405797101449275	0.130434782608696	0.0289855072463768	1
N0.HOG0001376	31	0	7	18	1	57	0.543859649122807	0	0.12280701754386	0.315789473684211	0.0175438596491228	1
N0.HOG0001383	39	2	16	11	2	70	0.557142857142857	0.0285714285714286	0.228571428571429	0.157142857142857	0.0285714285714286	2
N0.HOG0001393	31	27	42	33	19	152	0.203947368421053	0.177631578947368	0.276315789473684	0.217105263157895	0.125	1
N0.HOG0001394	1	9	35	8	1	54	0.0185185185185185	0.166666666666667	0.648148148148148	0.148148148148148	0.0185185185185185	3
N0.HOG0001395	8	7	23	17	3	58	0.137931034482759	0.120689655172414	0.396551724137931	0.293103448275862	0.0517241379310345	1
N0.HOG0001433	5	6	31	12	3	57	0.087719298245614	0.105263157894737	0.543859649122807	0.210526315789474	0.0526315789473684	3
N0.HOG0001453	3	5	41	9	8	66	0.0454545454545455	0.0757575757575758	0.621212121212121	0.136363636363636	0.121212121212121	3
N0.HOG0001459	17	9	36	27	10	99	0.171717171717172	0.0909090909090909	0.363636363636364	0.272727272727273	0.101010101010101	1
N0.HOG0001463	12	28	42	28	16	126	0.0952380952380952	0.222222222222222	0.333333333333333	0.222222222222222	0.126984126984127	1
N0.HOG0001464	17	7	39	26	3	92	0.184782608695652	0.0760869565217391	0.423913043478261	0.282608695652174	0.0326086956521739	1
N0.HOG0001465	32	4	9	27	3	75	0.426666666666667	0.0533333333333333	0.12	0.36	0.04	1
N0.HOG0001472	0	1	39	1	3	44	0	0.0227272727272727	0.886363636363636	0.0227272727272727	0.0681818181818182	3
N0.HOG0001473	2	1	37	4	1	45	0.0444444444444444	0.0222222222222222	0.822222222222222	0.0888888888888889	0.0222222222222222	3
N0.HOG0001474	1	4	42	9	4	60	0.0166666666666667	0.0666666666666667	0.7	0.15	0.0666666666666667	3
N0.HOG0001476	1	1	40	0	3	45	0.0222222222222222	0.0222222222222222	0.888888888888889	0	0.0666666666666667	3
N0.HOG0001477	11	0	19	10	1	41	0.268292682926829	0	0.463414634146341	0.24390243902439	0.024390243902439	1
N0.HOG0001478	19	24	43	27	20	133	0.142857142857143	0.180451127819549	0.323308270676692	0.203007518796992	0.150375939849624	1
N0.HOG0001479	5	7	43	11	13	79	0.0632911392405063	0.0886075949367089	0.544303797468354	0.139240506329114	0.164556962025316	3
N0.HOG0001485	12	13	38	13	7	83	0.144578313253012	0.156626506024096	0.457831325301205	0.156626506024096	0.0843373493975904	1
N0.HOG0001487	15	27	31	19	19	111	0.135135135135135	0.243243243243243	0.279279279279279	0.171171171171171	0.171171171171171	1
N0.HOG0001488	14	4	16	7	1	42	0.333333333333333	0.0952380952380952	0.380952380952381	0.166666666666667	0.0238095238095238	1
N0.HOG0001489	6	5	32	7	1	51	0.117647058823529	0.0980392156862745	0.627450980392157	0.137254901960784	0.0196078431372549	3
N0.HOG0001490	25	1	8	10	3	47	0.531914893617021	0.0212765957446809	0.170212765957447	0.212765957446809	0.0638297872340425	2
N0.HOG0001511	6	16	40	9	13	84	0.0714285714285714	0.19047619047619	0.476190476190476	0.107142857142857	0.154761904761905	3
N0.HOG0001525	7	2	36	9	8	62	0.112903225806452	0.032258064516129	0.580645161290323	0.145161290322581	0.129032258064516	3
N0.HOG0001529	9	23	42	18	13	105	0.0857142857142857	0.219047619047619	0.4	0.171428571428571	0.123809523809524	1
N0.HOG0001531	3	8	41	6	9	67	0.0447761194029851	0.119402985074627	0.611940298507463	0.0895522388059701	0.134328358208955	3
N0.HOG0001537	9	6	40	13	5	73	0.123287671232877	0.0821917808219178	0.547945205479452	0.178082191780822	0.0684931506849315	3
N0.HOG0001539	3	9	35	10	3	60	0.05	0.15	0.583333333333333	0.166666666666667	0.05	3
N0.HOG0001540	7	7	43	10	7	74	0.0945945945945946	0.0945945945945946	0.581081081081081	0.135135135135135	0.0945945945945946	3
N0.HOG0001541	2	4	34	5	6	51	0.0392156862745098	0.0784313725490196	0.666666666666667	0.0980392156862745	0.117647058823529	3
N0.HOG0001542	11	5	40	18	7	81	0.135802469135802	0.0617283950617284	0.493827160493827	0.222222222222222	0.0864197530864197	1
N0.HOG0001552	0	1	41	4	5	51	0	0.0196078431372549	0.803921568627451	0.0784313725490196	0.0980392156862745	3
N0.HOG0001553	3	6	40	8	5	62	0.0483870967741935	0.0967741935483871	0.645161290322581	0.129032258064516	0.0806451612903226	3
N0.HOG0001627	3	15	32	8	3	61	0.0491803278688525	0.245901639344262	0.524590163934426	0.131147540983607	0.0491803278688525	3
N0.HOG0001660	3	3	34	2	5	47	0.0638297872340425	0.0638297872340425	0.723404255319149	0.0425531914893617	0.106382978723404	3
N0.HOG0001665	11	17	42	13	23	106	0.10377358490566	0.160377358490566	0.39622641509434	0.122641509433962	0.216981132075472	1
N0.HOG0001668	15	7	37	17	5	81	0.185185185185185	0.0864197530864197	0.45679012345679	0.209876543209877	0.0617283950617284	1
N0.HOG0001669	26	7	36	21	6	96	0.270833333333333	0.0729166666666667	0.375	0.21875	0.0625	1
N0.HOG0001676	11	10	34	10	6	71	0.154929577464789	0.140845070422535	0.47887323943662	0.140845070422535	0.0845070422535211	3
N0.HOG0001677	5	12	26	7	4	54	0.0925925925925926	0.222222222222222	0.481481481481481	0.12962962962963	0.0740740740740741	1
N0.HOG0001680	5	12	39	7	4	67	0.0746268656716418	0.17910447761194	0.582089552238806	0.104477611940299	0.0597014925373134	3
N0.HOG0001690	10	9	38	10	4	71	0.140845070422535	0.126760563380282	0.535211267605634	0.140845070422535	0.0563380281690141	3
N0.HOG0001702	3	4	41	13	3	64	0.046875	0.0625	0.640625	0.203125	0.046875	3
N0.HOG0001703	10	6	37	12	3	68	0.147058823529412	0.0882352941176471	0.544117647058823	0.176470588235294	0.0441176470588235	3
N0.HOG0001711	15	9	29	13	4	70	0.214285714285714	0.128571428571429	0.414285714285714	0.185714285714286	0.0571428571428571	1
N0.HOG0001734	17	11	41	22	19	110	0.154545454545455	0.1	0.372727272727273	0.2	0.172727272727273	1
N0.HOG0001735	3	3	39	4	7	56	0.0535714285714286	0.0535714285714286	0.696428571428571	0.0714285714285714	0.125	3
N0.HOG0001736	3	5	41	3	3	55	0.0545454545454545	0.0909090909090909	0.745454545454545	0.0545454545454545	0.0545454545454545	3
N0.HOG0001738	24	2	36	11	4	77	0.311688311688312	0.025974025974026	0.467532467532468	0.142857142857143	0.051948051948052	1
N0.HOG0001752	0	3	39	3	2	47	0	0.0638297872340425	0.829787234042553	0.0638297872340425	0.0425531914893617	3
N0.HOG0001760	4	2	39	5	3	53	0.0754716981132075	0.0377358490566038	0.735849056603774	0.0943396226415094	0.0566037735849057	3
N0.HOG0001763	7	7	31	16	7	68	0.102941176470588	0.102941176470588	0.455882352941176	0.235294117647059	0.102941176470588	1
N0.HOG0001764	27	16	38	33	10	124	0.217741935483871	0.129032258064516	0.306451612903226	0.266129032258065	0.0806451612903226	1
N0.HOG0001770	2	6	36	2	7	53	0.0377358490566038	0.113207547169811	0.679245283018868	0.0377358490566038	0.132075471698113	3
N0.HOG0001771	4	2	34	23	4	67	0.0597014925373134	0.0298507462686567	0.507462686567164	0.343283582089552	0.0597014925373134	1
N0.HOG0001774	1	4	34	7	5	51	0.0196078431372549	0.0784313725490196	0.666666666666667	0.137254901960784	0.0980392156862745	3
N0.HOG0001775	15	22	42	29	17	125	0.12	0.176	0.336	0.232	0.136	1
N0.HOG0001776	12	27	39	18	21	117	0.102564102564103	0.230769230769231	0.333333333333333	0.153846153846154	0.179487179487179	1
N0.HOG0001777	2	5	41	2	2	52	0.0384615384615385	0.0961538461538462	0.788461538461538	0.0384615384615385	0.0384615384615385	3
N0.HOG0001782	10	1	27	10	1	49	0.204081632653061	0.0204081632653061	0.551020408163265	0.204081632653061	0.0204081632653061	3
N0.HOG0001787	3	1	42	9	6	61	0.0491803278688525	0.0163934426229508	0.688524590163934	0.147540983606557	0.0983606557377049	3
N0.HOG0001798	33	4	16	17	1	71	0.464788732394366	0.0563380281690141	0.225352112676056	0.23943661971831	0.0140845070422535	1
N0.HOG0001800	40	1	10	9	2	62	0.645161290322581	0.0161290322580645	0.161290322580645	0.145161290322581	0.032258064516129	2
N0.HOG0001801	19	8	32	10	6	75	0.253333333333333	0.106666666666667	0.426666666666667	0.133333333333333	0.08	1
N0.HOG0001802	14	4	35	12	4	69	0.202898550724638	0.0579710144927536	0.507246376811594	0.173913043478261	0.0579710144927536	1
N0.HOG0001803	24	1	27	20	3	75	0.32	0.0133333333333333	0.36	0.266666666666667	0.04	1
N0.HOG0001805	12	11	37	20	8	88	0.136363636363636	0.125	0.420454545454545	0.227272727272727	0.0909090909090909	1
N0.HOG0001810	29	4	13	15	0	61	0.475409836065574	0.0655737704918033	0.213114754098361	0.245901639344262	0	1
N0.HOG0001811	39	0	2	3	2	46	0.847826086956522	0	0.0434782608695652	0.0652173913043478	0.0434782608695652	2
N0.HOG0001813	1	5	39	5	5	55	0.0181818181818182	0.0909090909090909	0.709090909090909	0.0909090909090909	0.0909090909090909	3
N0.HOG0001814	12	1	20	6	4	43	0.27906976744186	0.0232558139534884	0.465116279069767	0.13953488372093	0.0930232558139535	1
N0.HOG0001816	2	3	15	26	2	48	0.0416666666666667	0.0625	0.3125	0.541666666666667	0.0416666666666667	1
N0.HOG0001818	7	0	13	24	0	44	0.159090909090909	0	0.295454545454545	0.545454545454545	0	1
N0.HOG0001819	18	3	19	24	1	65	0.276923076923077	0.0461538461538462	0.292307692307692	0.369230769230769	0.0153846153846154	1
N0.HOG0001820	15	2	14	16	1	48	0.3125	0.0416666666666667	0.291666666666667	0.333333333333333	0.0208333333333333	1
N0.HOG0001823	7	9	36	8	5	65	0.107692307692308	0.138461538461538	0.553846153846154	0.123076923076923	0.0769230769230769	3
N0.HOG0001824	9	24	35	17	22	107	0.0841121495327103	0.224299065420561	0.327102803738318	0.158878504672897	0.205607476635514	1
N0.HOG0001825	7	19	41	22	17	106	0.0660377358490566	0.179245283018868	0.386792452830189	0.207547169811321	0.160377358490566	1
N0.HOG0001826	4	0	37	14	1	56	0.0714285714285714	0	0.660714285714286	0.25	0.0178571428571429	1
N0.HOG0001834	12	23	34	19	9	97	0.123711340206186	0.237113402061856	0.350515463917526	0.195876288659794	0.0927835051546392	1
N0.HOG0001836	1	6	37	7	8	59	0.0169491525423729	0.101694915254237	0.627118644067797	0.11864406779661	0.135593220338983	3
N0.HOG0001838	0	2	43	4	7	56	0	0.0357142857142857	0.767857142857143	0.0714285714285714	0.125	3
N0.HOG0001840	1	0	31	3	9	44	0.0227272727272727	0	0.704545454545455	0.0681818181818182	0.204545454545455	3
N0.HOG0001841	0	3	41	3	5	52	0	0.0576923076923077	0.788461538461538	0.0576923076923077	0.0961538461538462	3
N0.HOG0001851	1	3	36	2	2	44	0.0227272727272727	0.0681818181818182	0.818181818181818	0.0454545454545455	0.0454545454545455	3
N0.HOG0001854	7	17	34	16	7	81	0.0864197530864197	0.209876543209877	0.419753086419753	0.197530864197531	0.0864197530864197	1
N0.HOG0001886	3	4	39	4	4	54	0.0555555555555556	0.0740740740740741	0.722222222222222	0.0740740740740741	0.0740740740740741	3
N0.HOG0001887	4	11	42	10	12	79	0.0506329113924051	0.139240506329114	0.531645569620253	0.126582278481013	0.151898734177215	3
N0.HOG0001890	5	13	37	12	7	74	0.0675675675675676	0.175675675675676	0.5	0.162162162162162	0.0945945945945946	3
N0.HOG0001900	22	18	38	22	12	112	0.196428571428571	0.160714285714286	0.339285714285714	0.196428571428571	0.107142857142857	1
