,tau,Feature
AT5G25150,0.0920935255613453,AT5G25150
AT5G25160,0.74738348218602,AT5G25160
AT5G25170,0.220634850848868,AT5G25170
AT5G25180,0.886838032896106,AT5G25180
AT5G25190,0.476888662715814,AT5G25190
AT5G25195,0.990719968076531,AT5G25195
AT5G25200,0.968741730704054,AT5G25200
AT5G25210,0.277408223628465,AT5G25210
AT5G25220,0.158079221659419,AT5G25220
AT5G25230,0.486333083602794,AT5G25230
AT5G25240,0.381285663653001,AT5G25240
AT5G25250,0.634247218231897,AT5G25250
AT5G25260,0.686267365109692,AT5G25260
AT5G25265,0.12830795855827,AT5G25265
AT5G25270,0.208278367559549,AT5G25270
AT5G25280,0.321462291199715,AT5G25280
AT5G25290,0.822037179937621,AT5G25290
AT5G25300,0.934550713207793,AT5G25300
AT5G25310,0.726705033625865,AT5G25310
AT5G25320,0.869569224756338,AT5G25320
AT5G25330,0.861117402113473,AT5G25330
AT5G25340,0.790071666875182,AT5G25340
AT5G25350,0.191993892086994,AT5G25350
AT5G25360,0.140433124495527,AT5G25360
AT5G25370,0.28419393415721,AT5G25370
AT5G25380,0.5406211636939,AT5G25380
AT5G25390,0.576570913168067,AT5G25390
AT5G25400,0.796768471423922,AT5G25400
AT5G25410,0.8793633955972,AT5G25410
AT5G25415,0.860188309854437,AT5G25415
AT5G25420,0.852011271014866,AT5G25420
AT5G25425,0.93863533071941,AT5G25425
AT5G25430,0.801936448341431,AT5G25430
AT5G25440,0.441472677184216,AT5G25440
AT5G25450,0.613242561029096,AT5G25450
AT5G25460,0.322451027819468,AT5G25460
AT5G25470,0.442685759143119,AT5G25470
AT5G25475,0.287032164972899,AT5G25475
AT5G25480,0.168526055822147,AT5G25480
AT5G25490,0.31635364518452,AT5G25490
AT5G25500,0.288550022098318,AT5G25500
AT5G25510,0.253838529588145,AT5G25510
AT5G25520,0.156951352186819,AT5G25520
AT5G25530,0.811142865576817,AT5G25530
AT5G25540,0.23905941608263,AT5G25540
AT5G25550,0.823277314779594,AT5G25550
AT5G25560,0.226175623097382,AT5G25560
AT5G25570,0.222099007397081,AT5G25570
AT5G25580,0.352620713559784,AT5G25580
AT5G25590,0.195705029672819,AT5G25590
AT5G25600,0.812723830196782,AT5G25600
AT5G25610,0.216182148306416,AT5G25610
AT5G25620,0.315563968596026,AT5G25620
AT5G25630,0.164286315491403,AT5G25630
AT5G25640,0.431172344406811,AT5G25640
AT5G25750,0.937474123060329,AT5G25750
AT5G25754,0.238960747786805,AT5G25754
AT5G25755,0.577870387887644,AT5G25755
AT5G25756,0.711329455027356,AT5G25756
AT5G25757,0.182828451579671,AT5G25757
AT5G25760,0.111634761120996,AT5G25760
AT5G25770,0.350235367009286,AT5G25770
AT5G25780,0.107266708135569,AT5G25780
AT5G25790,0.294671226397456,AT5G25790
AT5G25800,0.184468447020666,AT5G25800
AT5G25810,0.651624409773439,AT5G25810
AT5G25820,0.44676199176494,AT5G25820
AT5G25830,0.37843578580548,AT5G25830
AT5G25840,0.438796886423178,AT5G25840
AT5G25850,0.949647232488154,AT5G25850
AT5G25860,0.953999562560176,AT5G25860
AT5G25870,0.971117326250506,AT5G25870
AT5G25880,0.661771472968426,AT5G25880
AT5G25890,0.260217340524434,AT5G25890
AT5G25900,0.25447224327951,AT5G25900
AT5G25910,0.67972157131471,AT5G25910
AT5G25920,0.748418298900012,AT5G25920
AT5G25930,0.447516743196177,AT5G25930
AT5G25940,0.190811341902916,AT5G25940
AT5G25950,0.766943453783609,AT5G25950
AT5G25960,0.896114763254751,AT5G25960
AT5G25970,0.838859356773255,AT5G25970
AT5G25980,0.263504633013165,AT5G25980
AT5G25990,0.479269566454742,AT5G25990
AT5G25995,0.407197455997381,AT5G25995
AT5G26000,0.226063289052893,AT5G26000
AT5G26010,0.683130420894468,AT5G26010
AT5G26030,0.162427904208704,AT5G26030
AT5G26040,0.313139130536299,AT5G26040
AT5G26050,0.858557773215428,AT5G26050
AT5G26060,0.842436911646374,AT5G26060
AT5G26070,0.960153711808475,AT5G26070
AT5G26080,0.917808104195808,AT5G26080
AT5G26090,0.828995384758922,AT5G26090
AT5G26100,0.930394943074901,AT5G26100
AT5G26110,0.20521842771514,AT5G26110
AT5G26120,0.780228749695187,AT5G26120
AT5G26130,0.948402204048545,AT5G26130
AT5G26140,0.931034167350252,AT5G26140
AT5G26150,0.846753641259395,AT5G26150
AT5G26160,0.168466513245003,AT5G26160
AT5G26170,0.275423573693492,AT5G26170
AT5G26180,0.183786953840593,AT5G26180
AT5G26190,0.475614177694451,AT5G26190
AT5G26200,0.398741710208869,AT5G26200
AT5G26210,0.11017862093496,AT5G26210
AT5G26220,0.38865873152407,AT5G26220
AT5G26230,0.309369589971215,AT5G26230
AT5G26240,0.133318468386062,AT5G26240
AT5G26250,0.665789506312535,AT5G26250
AT5G26260,0.827207889952854,AT5G26260
AT5G26262,NA,AT5G26262
AT5G26270,0.78597956086374,AT5G26270
AT5G26280,0.729098645145164,AT5G26280
AT5G26290,0.888173635302595,AT5G26290
AT5G26300,0.92660521642603,AT5G26300
AT5G26310,0.678336469473707,AT5G26310
AT5G26320,0.921463601148431,AT5G26320
AT5G26330,0.389621632141182,AT5G26330
AT5G26340,0.35501797155295,AT5G26340
AT5G26360,0.106366501445507,AT5G26360
AT5G26570,0.13532182724523,AT5G26570
AT5G26594,0.927846173146234,AT5G26594
AT5G26667,0.299331886130542,AT5G26667
AT5G26673,0.891473628360246,AT5G26673
AT5G26692,0.81613270708179,AT5G26692
AT5G26742,0.136153014279446,AT5G26742
AT5G26717,NA,AT5G26717
AT5G26740,0.244510412821153,AT5G26740
AT5G26731,0.369138154468927,AT5G26731
AT5G26730,0.799293558124386,AT5G26730
AT5G26720,0.203913458683307,AT5G26720
AT5G26710,0.115567962864178,AT5G26710
AT5G26700,0.686036967910336,AT5G26700
AT5G26690,0.597689227125401,AT5G26690
AT5G26680,0.181932058630935,AT5G26680
AT5G26670,0.325364953367495,AT5G26670
AT5G26660,0.521496176375098,AT5G26660
AT5G26650,0.889349229718868,AT5G26650
AT5G26640,0.968344643099894,AT5G26640
AT5G26630,0.618942803553253,AT5G26630
AT5G26622,0.168723332980141,AT5G26622
AT5G26617,0.949110599901224,AT5G26617
AT5G26620,0.732357920375458,AT5G26620
AT5G26610,0.136998678359897,AT5G26610
AT5G26600,0.253278173941751,AT5G26600
AT5G26580,0.958587468185866,AT5G26580
AT5G26749,0.266116664168792,AT5G26749
AT5G26751,0.0936487024567997,AT5G26751
AT5G26760,0.164737346244831,AT5G26760
AT5G26770,0.224184475786849,AT5G26770
AT5G26780,0.161006184838785,AT5G26780
AT5G26790,0.472373532308522,AT5G26790
AT5G26800,0.238825010547596,AT5G26800
AT5G26805,0.694475470645423,AT5G26805
AT5G26810,0.754157083474386,AT5G26810
AT5G26820,0.177793968539523,AT5G26820
AT5G26830,0.0842264752862554,AT5G26830
AT5G26840,0.844124125327144,AT5G26840
AT5G26850,0.233613012104948,AT5G26850
AT5G26860,0.160995463833854,AT5G26860
AT5G26865,0.66066415143631,AT5G26865
AT5G26880,0.109476300252958,AT5G26880
AT5G26890,0.939502569289261,AT5G26890
AT5G26900,0.743613086037063,AT5G26900
AT5G26910,0.106102797296141,AT5G26910
AT5G26920,0.519189935921788,AT5G26920
AT5G26930,0.787733630516124,AT5G26930
AT5G26940,0.278421829974694,AT5G26940
AT5G26950,0.711026532416378,AT5G26950
AT5G26955,NA,AT5G26955
AT5G26960,0.134075210395816,AT5G26960
AT5G26970,0.778422099328357,AT5G26970
AT5G26980,0.108321376519993,AT5G26980
AT5G26990,0.262656966548916,AT5G26990
AT5G27000,0.561418657827814,AT5G27000
AT5G27010,0.759228415290982,AT5G27010
AT5G27020,0.69879371905305,AT5G27020
AT5G27030,0.158978486587742,AT5G27030
AT5G27050,0.912798879684169,AT5G27050
AT5G27060,0.659443536014727,AT5G27060
AT5G27065,NA,AT5G27065
AT5G27070,0.941946422289496,AT5G27070
AT5G27080,0.986194059990881,AT5G27080
AT5G27090,0.925016130004596,AT5G27090
AT5G27093,0.378262811025049,AT5G27093
AT5G27100,0.265630016276557,AT5G27100
AT5G27110,0.188582792538199,AT5G27110
AT5G27120,0.255231659185447,AT5G27120
AT5G27130,0.829779671430179,AT5G27130
AT5G27140,0.856866262416091,AT5G27140
AT5G27150,0.244405395549194,AT5G27150
AT5G27170,0.975471848382697,AT5G27170
AT5G27200,0.752561870529714,AT5G27200
AT5G27210,0.320181177686704,AT5G27210
AT5G27220,0.483646209025186,AT5G27220
AT5G27230,0.383184556330994,AT5G27230
AT5G27238,0.800773582196902,AT5G27238
AT5G27240,0.123062240848881,AT5G27240
AT5G27247,0.695152067959636,AT5G27247
AT5G27260,0.97125382745915,AT5G27260
AT5G27270,0.12488975256342,AT5G27270
AT5G27280,0.216321738321116,AT5G27280
AT5G27290,0.270625571523394,AT5G27290
AT5G27300,0.139473224633766,AT5G27300
AT5G27310,0.976063714676953,AT5G27310
AT5G27320,0.234703077889949,AT5G27320
AT5G27330,0.212012505014179,AT5G27330
AT5G27340,0.915293755198016,AT5G27340
AT5G27350,0.495848330564988,AT5G27350
AT5G27360,0.304548432318026,AT5G27360
AT5G27370,0.937339674479352,AT5G27370
AT5G27380,0.14001357790042,AT5G27380
AT5G27395,0.201831686021474,AT5G27395
AT5G27390,0.210301123577479,AT5G27390
AT5G27400,0.359263075874684,AT5G27400
AT5G27410,0.260635110660677,AT5G27410
AT5G27420,0.503431097357895,AT5G27420
AT5G27430,0.144675953317552,AT5G27430
AT5G27440,0.958566122959794,AT5G27440
AT5G27450,0.223138501820477,AT5G27450
AT5G27460,0.245755768761328,AT5G27460
AT5G27470,0.134446968113869,AT5G27470
AT5G27490,0.23346182300112,AT5G27490
AT5G27493,0.911099100910785,AT5G27493
AT5G27495,0.861418621788923,AT5G27495
AT5G27510,0.87868339508092,AT5G27510
AT5G27520,0.268515176658203,AT5G27520
AT5G27530,0.850220361641814,AT5G27530
AT5G27540,0.113662408840806,AT5G27540
AT5G27550,0.23542615070133,AT5G27550
AT5G27560,0.217911901403314,AT5G27560
AT5G27570,0.899998064977434,AT5G27570
AT5G27580,0.836807461915467,AT5G27580
AT5G27600,0.24207953269047,AT5G27600
AT5G27606,0.959147581361358,AT5G27606
AT5G27607,0.94303546480527,AT5G27607
AT5G27610,0.433221679109684,AT5G27610
AT5G27620,0.14589839854809,AT5G27620
AT5G27630,0.312943929920376,AT5G27630
AT5G27640,0.0838174367212781,AT5G27640
AT5G27650,0.184407269541784,AT5G27650
AT5G27660,0.397233498598572,AT5G27660
AT5G27670,0.163883364127296,AT5G27670
AT5G27680,0.194130850782089,AT5G27680
AT5G27690,0.431336265911772,AT5G27690
AT5G27700,0.190564578491088,AT5G27700
AT5G27710,0.166715867931648,AT5G27710
AT5G27720,0.185729293861947,AT5G27720
AT5G27730,0.152133676358136,AT5G27730
AT5G27740,0.107178913130665,AT5G27740
AT5G27750,0.305974620681459,AT5G27750
AT5G27760,0.227861447005176,AT5G27760
AT5G27765,0.863771139631765,AT5G27765
AT5G27770,0.238870230529362,AT5G27770
AT5G27780,0.874627694943272,AT5G27780
AT5G27790,0.943554082178918,AT5G27790
AT5G27800,0.957228375567517,AT5G27800
AT5G27810,0.67493524975832,AT5G27810
AT5G27820,0.238469240108354,AT5G27820
AT5G27830,0.133279424210487,AT5G27830
AT5G27840,0.239254690844873,AT5G27840
AT5G27850,0.245825813018914,AT5G27850
AT5G27860,0.172718142660241,AT5G27860
AT5G27870,0.796905732751486,AT5G27870
AT5G27880,0.778283479003552,AT5G27880
AT5G27889,0.554086483582451,AT5G27889
AT5G27890,0.440035677994349,AT5G27890
AT5G27893,0.675087894674303,AT5G27893
AT5G27910,0.783445051352662,AT5G27910
AT5G27920,0.391965139846147,AT5G27920
AT5G27930,0.291005463185002,AT5G27930
AT5G27940,0.673740098831559,AT5G27940
AT5G27944,0.99482488861617,AT5G27944
AT5G27945,0.924143184471642,AT5G27945
AT5G27950,0.193218880481296,AT5G27950
AT5G27960,0.930175468407264,AT5G27960
AT5G27970,0.19193843535098,AT5G27970
AT5G27980,0.809062761861198,AT5G27980
AT5G27990,0.190301740134346,AT5G27990
AT5G28000,0.732151455368231,AT5G28000
AT5G28010,0.595875810369723,AT5G28010
AT5G28020,0.299348775488482,AT5G28020
AT5G28030,0.484994821393616,AT5G28030
AT5G28040,0.146040889332871,AT5G28040
AT5G28050,0.123881342553898,AT5G28050
AT5G28060,0.20584604160723,AT5G28060
AT5G28080,0.715025484672136,AT5G28080
AT5G28090,0.939608864214395,AT5G28090
AT5G28150,0.256090907037548,AT5G28150
AT5G28160,0.974174213249168,AT5G28160
AT5G28180,0.920686919565802,AT5G28180
AT5G28190,0.918441186388113,AT5G28190
AT5G28210,0.898149556225104,AT5G28210
AT5G28220,0.170457306037431,AT5G28220
AT5G28235,0.929944713873216,AT5G28235
AT5G28237,0.620539314315777,AT5G28237
AT5G28288,0.95391363783313,AT5G28288
AT5G28290,0.203662683680258,AT5G28290
AT5G28295,0.777915204044967,AT5G28295
AT5G28300,0.168294523164048,AT5G28300
AT5G28310,0.608978903053306,AT5G28310
AT5G28320,0.273584579458632,AT5G28320
AT5G28340,0.232983461192452,AT5G28340
AT5G28345,0.94666340685473,AT5G28345
AT5G28350,0.110382042585183,AT5G28350
AT5G28370,1,AT5G28370
AT5G28380,0.75417469038812,AT5G28380
AT5G28390,0.265279678194915,AT5G28390
AT5G28400,0.237832595158751,AT5G28400
AT5G28410,0.77307491904441,AT5G28410
AT5G28420,0.477630749166316,AT5G28420
AT5G28442,0.244613468724796,AT5G28442
AT5G28450,0.70482592761576,AT5G28450
AT5G28460,0.987488689838232,AT5G28460
AT5G28463,0.96266646203089,AT5G28463
AT5G28462,0.955140195883481,AT5G28462
AT5G28470,0.85483649028426,AT5G28470
AT5G28490,0.570144345830755,AT5G28490
AT5G28491,0.951930675347005,AT5G28491
AT5G28500,0.21350038994109,AT5G28500
AT5G28510,0.698522152930694,AT5G28510
AT5G28520,0.908310618155343,AT5G28520
AT5G28530,0.118610095425533,AT5G28530
AT5G28540,0.168296048702693,AT5G28540
AT5G28550,0.947460351231318,AT5G28550
AT5G28560,0.969655599406275,AT5G28560
AT5G28590,0.910894360916569,AT5G28590
AT5G28610,0.817403321123808,AT5G28610
AT5G28615,0.979690703466195,AT5G28615
AT5G28620,0.974312897153686,AT5G28620
AT5G28630,0.403405922110113,AT5G28630
AT5G28640,0.351505685422313,AT5G28640
AT5G28646,0.627903731395752,AT5G28646
AT5G28650,0.524312382612618,AT5G28650
AT5G28660,0.890694859531627,AT5G28660
AT5G28680,0.804626751914539,AT5G28680
AT5G28690,0.799010309514648,AT5G28690
AT5G28720,0.98952341801616,AT5G28720
AT5G28730,0.935861617495188,AT5G28730
AT5G28740,0.0954731411258731,AT5G28740
AT5G28750,0.197251206920337,AT5G28750
AT5G28770,0.294734867005586,AT5G28770
AT5G28780,0.948338955327801,AT5G28780
AT5G28810,0.879005654060643,AT5G28810
AT5G28820,0.945126636973102,AT5G28820
AT5G28823,0.93458740293597,AT5G28823
AT5G28830,0.228856203527242,AT5G28830
AT5G28840,0.126021992326688,AT5G28840
AT5G28850,0.0873361406777099,AT5G28850
AT5G28885,0.954166664571413,AT5G28885
AT5G28900,0.0739053387620369,AT5G28900
AT5G28910,0.392507114426641,AT5G28910
AT5G28919,0.203661201072182,AT5G28919
AT5G28920,0.725115074603231,AT5G28920
AT5G28950,0.957402547740736,AT5G28950
AT5G28960,0.922331737006169,AT5G28960
AT5G29000,0.245676921305719,AT5G29000
AT5G29050,0.968770381509553,AT5G29050
AT5G29054,0.962950409097279,AT5G29054
AT5G29070,0.915499730704794,AT5G29070
AT5G29210,0.982224953955706,AT5G29210
AT5G29560,0.841528550330156,AT5G29560
AT5G29613,0.979689617192969,AT5G29613
AT5G29624,0.916721455931831,AT5G29624
AT5G30341,0.976771430590552,AT5G30341
AT5G30495,0.174616001589619,AT5G30495
AT5G31412,0.983940615744676,AT5G31412
AT5G30360,0.943114692202736,AT5G30360
AT5G30490,0.226492139336703,AT5G30490
AT5G30500,0.875508875502642,AT5G30500
AT5G30510,0.167093911428855,AT5G30510
AT5G30520,0.980618009179851,AT5G30520
AT5G32440,0.310735569101404,AT5G32440
AT5G32450,0.107319492344204,AT5G32450
AT5G32460,0.744070071739221,AT5G32460
AT5G32470,0.100139479470653,AT5G32470
AT5G32590,0.876700817692665,AT5G32590
AT5G32613,0.930859233710138,AT5G32613
AT5G32619,0.916453879041154,AT5G32619
AT5G32670,0.922268251221866,AT5G32670
AT5G33210,0.969763216352188,AT5G33210
AT5G33280,0.164398210124162,AT5G33280
AT5G33290,0.375265030964899,AT5G33290
AT5G33300,0.272865322646513,AT5G33300
AT5G33320,0.109373483822063,AT5G33320
AT5G33330,0.917905703664627,AT5G33330
AT5G33340,0.786450653172094,AT5G33340
AT5G33355,0.970302554813846,AT5G33355
AT5G33370,0.575135535517047,AT5G33370
AT5G33393,0.9211920156525,AT5G33393
AT5G33390,0.819010394424619,AT5G33390
AT5G33406,0.900219913452742,AT5G33406
AT5G33806,0.938348153246982,AT5G33806
AT5G33898,0.920052045639223,AT5G33898
AT5G34581,0.935926634307839,AT5G34581
AT5G34780,0.862768355645777,AT5G34780
AT5G34830,0.581934522692944,AT5G34830
AT5G34829,0.983118496171023,AT5G34829
AT5G34869,0.928673105855307,AT5G34869
AT5G34828,0.91481975377553,AT5G34828
AT5G34850,0.18015820555382,AT5G34850
AT5G34870,0.944245000432209,AT5G34870
AT5G34882,NA,AT5G34882
AT5G34881,0.883062437655481,AT5G34881
AT5G34883,0.899049773861265,AT5G34883
AT5G34885,0.904212913194546,AT5G34885
AT5G34887,1,AT5G34887
AT5G34905,0.868235805582875,AT5G34905
AT5G34908,0.9915800923733,AT5G34908
AT5G34930,0.253523288181061,AT5G34930
AT5G34940,0.314106392116234,AT5G34940
AT5G35050,0.939054532725958,AT5G35050
AT5G35067,1,AT5G35067
AT5G35069,0.978459863061394,AT5G35069
AT5G35080,0.145320222323886,AT5G35080
AT5G35090,0.831071217251216,AT5G35090
AT5G35100,0.225266539373665,AT5G35100
AT5G35110,0.759423818844216,AT5G35110
AT5G35120,0.837754760987884,AT5G35120
AT5G35160,0.11326215434313,AT5G35160
AT5G35170,0.185722671316723,AT5G35170
AT5G35180,0.174278467044106,AT5G35180
AT5G35190,0.909989696253743,AT5G35190
AT5G35195,1,AT5G35195
AT5G35200,0.254672863704194,AT5G35200
AT5G35210,0.12411677537106,AT5G35210
AT5G35220,0.187453531237285,AT5G35220
AT5G35230,0.884409152895631,AT5G35230
AT5G35300,0.958427860711479,AT5G35300
AT5G35320,0.423755788004015,AT5G35320
AT5G35330,0.14284142939974,AT5G35330
AT5G35338,0.962295047134352,AT5G35338
AT5G35360,0.145318417940467,AT5G35360
AT5G35370,0.293409728960822,AT5G35370
AT5G35375,0.872431629326699,AT5G35375
AT5G35380,0.82347142356768,AT5G35380
AT5G35390,0.828332264997172,AT5G35390
AT5G35400,0.158229072257543,AT5G35400
AT5G35405,0.870174571622989,AT5G35405
AT5G35410,0.423039515656572,AT5G35410
AT5G35430,0.0886430272179634,AT5G35430
AT5G35450,0.219017541608017,AT5G35450
AT5G35460,0.253321896092312,AT5G35460
AT5G35475,0.937400589966213,AT5G35475
AT5G35480,0.538778573741111,AT5G35480
AT5G35490,0.559837085275303,AT5G35490
AT5G35510,0.871124018040996,AT5G35510
AT5G35520,0.179215041697188,AT5G35520
AT5G35525,0.751504942187086,AT5G35525
AT5G35530,0.181082983817821,AT5G35530
AT5G35540,0.970717020555511,AT5G35540
AT5G35550,0.735469342929977,AT5G35550
AT5G35560,0.233013294785895,AT5G35560
AT5G35570,0.0897962877777554,AT5G35570
AT5G35580,0.651666787173039,AT5G35580
AT5G35590,0.0961316031583802,AT5G35590
AT5G35600,0.855963579062101,AT5G35600
AT5G35603,0.951990019395701,AT5G35603
AT5G35604,0.953856927994789,AT5G35604
AT5G35610,0.893999973713293,AT5G35610
AT5G35620,0.147929138157733,AT5G35620
AT5G35630,0.220467085802233,AT5G35630
AT5G35640,0.899866479111763,AT5G35640
AT5G35660,0.838521881766036,AT5G35660
AT5G35670,0.237655593084916,AT5G35670
AT5G35680,0.176546322052541,AT5G35680
AT5G35688,0.922222038228576,AT5G35688
AT5G35690,0.16851839217766,AT5G35690
AT5G35695,0.989812139299665,AT5G35695
AT5G35698,0.932213955787515,AT5G35698
AT5G35700,0.327541031677738,AT5G35700
AT5G35715,0.88828348266533,AT5G35715
AT5G35730,0.133886081765092,AT5G35730
AT5G35732,0.351886219514465,AT5G35732
AT5G35735,0.354737296939879,AT5G35735
AT5G35737,0.989561084072681,AT5G35737
AT5G35740,0.356057600908276,AT5G35740
AT5G35750,0.146414357836222,AT5G35750
AT5G35753,0.105067203608515,AT5G35753
AT5G35760,0.454767704236234,AT5G35760
AT5G35770,0.689049404272235,AT5G35770
AT5G35790,0.171835734577268,AT5G35790
AT5G35810,0.953469240142768,AT5G35810
AT5G35830,0.9496802713709,AT5G35830
AT5G35840,0.0501731137657417,AT5G35840
AT5G35870,0.931557821113458,AT5G35870
AT5G35890,0.929657517401546,AT5G35890
AT5G35900,0.883306076702178,AT5G35900
AT5G35910,0.0891496574871363,AT5G35910
AT5G35913,0.992117004451454,AT5G35913
AT5G35917,0.920595165940337,AT5G35917
AT5G35920,0.911088298764701,AT5G35920
AT5G35926,0.363702288420916,AT5G35926
AT5G35927,NA,AT5G35927
AT5G35930,0.0783164969035075,AT5G35930
AT5G35940,0.853530191750686,AT5G35940
AT5G35945,0.836782910909621,AT5G35945
AT5G35950,0.883354150214494,AT5G35950
AT5G35960,0.630420445587168,AT5G35960
AT5G35970,0.309615798417984,AT5G35970
AT5G35980,0.162990687625284,AT5G35980
AT5G35995,0.111154069201887,AT5G35995
AT5G36000,0.371144120849306,AT5G36000
AT5G36001,0.325508216401519,AT5G36001
AT5G36080,0.97598367882873,AT5G36080
AT5G36100,0.813867497922518,AT5G36100
AT5G36110,0.775012453264407,AT5G36110
AT5G36120,0.283231799424265,AT5G36120
AT5G36130,0.97052198936981,AT5G36130
AT5G36140,0.947527652272106,AT5G36140
AT5G36150,0.811049327933109,AT5G36150
AT5G36160,0.1732632984776,AT5G36160
AT5G36170,0.159154305367492,AT5G36170
AT5G36180,0.890698130097278,AT5G36180
AT5G36190,0.941688098308515,AT5G36190
AT5G36200,0.851276147547318,AT5G36200
AT5G36210,0.0709970247917251,AT5G36210
AT5G36220,0.402402824995988,AT5G36220
AT5G36225,0.9674059575212,AT5G36225
AT5G36228,0.8739667585889,AT5G36228
AT5G36230,0.0838977385269403,AT5G36230
AT5G36240,0.902078489663165,AT5G36240
AT5G36250,0.283919249604922,AT5G36250
AT5G36260,0.746476060756373,AT5G36260
AT5G36280,0.756272599301282,AT5G36280
AT5G36290,0.113891747733581,AT5G36290
AT5G36300,0.948620601140573,AT5G36300
AT5G36310,NA,AT5G36310
AT5G36320,0.935547400567851,AT5G36320
AT5G36330,0.941420706708964,AT5G36330
AT5G36340,NA,AT5G36340
AT5G36350,NA,AT5G36350
AT5G36360,0.926819803926176,AT5G36360
AT5G36370,NA,AT5G36370
AT5G36380,NA,AT5G36380
AT5G36390,NA,AT5G36390
AT5G36400,NA,AT5G36400
AT5G36410,NA,AT5G36410
AT5G36420,NA,AT5G36420
AT5G36430,NA,AT5G36430
AT5G36440,NA,AT5G36440
AT5G36450,NA,AT5G36450
AT5G36460,0.966997163028307,AT5G36460
AT5G36470,NA,AT5G36470
AT5G36480,0.954151721167282,AT5G36480
AT5G36490,NA,AT5G36490
AT5G36500,NA,AT5G36500
AT5G36520,NA,AT5G36520
AT5G36540,0.949435868988932,AT5G36540
AT5G36550,0.949198660287859,AT5G36550
AT5G36657,0.948688146077945,AT5G36657
AT5G36658,0.937758408987226,AT5G36658
AT5G36659,0.951337129705449,AT5G36659
AT5G36661,NA,AT5G36661
AT5G36662,NA,AT5G36662
AT5G36670,0.992214742191649,AT5G36670
AT5G36680,NA,AT5G36680
AT5G36690,NA,AT5G36690
AT5G36700,0.681527556168572,AT5G36700
AT5G36710,NA,AT5G36710
AT5G36720,NA,AT5G36720
AT5G36722,NA,AT5G36722
AT5G36730,NA,AT5G36730
AT5G36738,NA,AT5G36738
AT5G36739,NA,AT5G36739
AT5G36740,0.421506764510778,AT5G36740
AT5G36770,NA,AT5G36770
AT5G36780,NA,AT5G36780
AT5G36790,0.559730376412234,AT5G36790
AT5G36800,NA,AT5G36800
AT5G36805,NA,AT5G36805
AT5G36810,NA,AT5G36810
AT5G36820,NA,AT5G36820
AT5G36870,0.677303493113143,AT5G36870
AT5G36880,0.222173054659345,AT5G36880
AT5G36890,0.226027947994266,AT5G36890
AT5G36900,0.938689255829633,AT5G36900
AT5G36907,0.76768050360064,AT5G36907
AT5G36910,0.591518270194942,AT5G36910
AT5G36920,0.590351869336501,AT5G36920
AT5G36925,0.524958039295991,AT5G36925
AT5G36930,0.260711498696547,AT5G36930
AT5G36940,0.209756928303922,AT5G36940
AT5G36950,0.18447568190266,AT5G36950
AT5G36960,0.614992519835526,AT5G36960
AT5G36970,0.858981805652122,AT5G36970
AT5G36980,0.956186632710012,AT5G36980
AT5G37000,0.25984150008489,AT5G37000
AT5G37010,0.269281417039108,AT5G37010
AT5G37020,0.211873339185518,AT5G37020
AT5G37030,0.92355850023902,AT5G37030
AT5G37040,0.910223507922575,AT5G37040
AT5G37050,0.624266081001625,AT5G37050
AT5G37055,0.31402365524316,AT5G37055
AT5G37060,0.871720381814431,AT5G37060
AT5G37070,0.241774801855085,AT5G37070
AT5G37130,0.0798451405906076,AT5G37130
AT5G37140,0.792520924420465,AT5G37140
AT5G37150,0.878945358101971,AT5G37150
AT5G37160,0.840825627231962,AT5G37160
AT5G37165,0.881830951744226,AT5G37165
AT5G37170,0.843345128519679,AT5G37170
AT5G37180,0.347293443351222,AT5G37180
AT5G37190,0.129760332974414,AT5G37190
AT5G37200,0.934616422284078,AT5G37200
AT5G37210,0.906442410396702,AT5G37210
AT5G37220,0.944457273559431,AT5G37220
AT5G37230,0.883026539589855,AT5G37230
AT5G37240,0.55884439355858,AT5G37240
AT5G37247,0.579899609681293,AT5G37247
AT5G37250,0.795411952310888,AT5G37250
AT5G37260,0.267181579159311,AT5G37260
AT5G37270,0.930165966550897,AT5G37270
AT5G37280,0.931182571259893,AT5G37280
AT5G37290,0.102060429094478,AT5G37290
AT5G37300,0.421604026682955,AT5G37300
AT5G37310,0.0962578179282365,AT5G37310
AT5G37320,0.864867709129085,AT5G37320
AT5G37340,0.401745881050812,AT5G37340
AT5G37350,0.192484666455874,AT5G37350
AT5G37360,0.235999260910215,AT5G37360
AT5G37370,0.15127591175356,AT5G37370
AT5G37380,0.142933562749391,AT5G37380
AT5G37400,0.342872671912596,AT5G37400
AT5G37410,0.33046787062987,AT5G37410
AT5G37415,0.948670646415392,AT5G37415
AT5G37420,0.686940777411746,AT5G37420
AT5G37430,0.87035299583146,AT5G37430
AT5G37440,0.360398680561746,AT5G37440
AT5G37450,0.681999798265948,AT5G37450
AT5G37460,0.860149710351435,AT5G37460
AT5G37470,0.826111918057942,AT5G37470
AT5G37475,0.14456442277759,AT5G37475
AT5G37473,0.892865532873058,AT5G37473
AT5G37474,0.845014839127569,AT5G37474
AT5G37478,0.799281448601308,AT5G37478
AT5G37480,0.137088738663694,AT5G37480
AT5G37490,0.796854063400809,AT5G37490
AT5G37500,0.352421211517617,AT5G37500
AT5G37510,0.106929513649445,AT5G37510
AT5G37520,0.881860903622689,AT5G37520
AT5G37530,0.234723295677178,AT5G37530
AT5G37540,0.291395791519074,AT5G37540
